Domain_Entropy,Vowel_Ratio,Domain_Length,Outbound_Conn,Packet_Size,Comm_Time,Non_Std_Ports,Protocol_Type,Distinct_IPs,TLS_Validity,DNS_Query_Rate,User_Agent,Exfil_Indicator,Packet_Frequency,Failed_Connection_Attempts,Traffic_Volume,Response_Time,category
3.399250574,0.169065888,12,37,1153,Night,Yes,TOR,6,Invalid/Spoofed,26,Spoofed/Malicious,Yes,35,14,1244.022234,203.282043,Akira
3.219204413,0.159110723,13,32,1059,Night,Yes,HTTPS,5,Invalid/Spoofed,27,Spoofed/Malicious,Yes,41,18,906.7470627,340.2650842,LockBit
3.334833482,0.166417423,13,31,1026,Night,Yes,HTTPS,5,Invalid/Spoofed,25,Spoofed/Malicious,Yes,39,18,646.5562222,208.0613332,LockBit
3.170532596,0.182432381,11,31,1015,Night,Yes,TOR,5,Invalid/Spoofed,21,Spoofed/Malicious,Yes,44,14,1251.574149,357.0559516,LockBit
3.174849303,0.196033975,13,36,1053,Night,Yes,TOR,6,Invalid/Spoofed,23,Spoofed/Malicious,Yes,31,15,1406.44621,323.0679375,LockBit
3.194574649,0.190732071,13,34,1061,Night,Yes,HTTPS,6,Invalid/Spoofed,22,Spoofed/Malicious,Yes,30,17,1012.963064,397.9406524,LockBit
3.373959566,0.195067721,11,31,1143,Night,Yes,TOR,5,Invalid/Spoofed,27,Spoofed/Malicious,Yes,30,17,1514.409637,310.1100183,LockBit
3.22949421,0.199707729,11,38,1067,Night,Yes,TOR,6,Invalid/Spoofed,26,Spoofed/Malicious,Yes,44,15,1008.633558,342.6740624,LockBit
3.37471797,0.153488606,12,36,1158,Night,Yes,TOR,6,Invalid/Spoofed,28,Spoofed/Malicious,Yes,32,15,607.9379315,368.6909868,LockBit
3.130139628,0.194809902,12,34,1198,Night,Yes,HTTPS,5,Invalid/Spoofed,21,Spoofed/Malicious,Yes,46,10,1088.562286,326.2386181,LockBit
3.287408387,0.191908199,12,37,1056,Night,Yes,TOR,5,Invalid/Spoofed,24,Spoofed/Malicious,Yes,49,16,1193.397301,392.7845408,LockBit
3.396138965,0.163701642,12,37,1009,Night,Yes,TOR,6,Invalid/Spoofed,29,Spoofed/Malicious,Yes,44,17,994.5018455,332.8136007,LockBit
3.256024278,0.171621702,12,38,1105,Night,Yes,HTTPS,6,Invalid/Spoofed,23,Spoofed/Malicious,Yes,45,18,1091.841749,363.7075808,LockBit
3.279701796,0.190614138,12,32,1098,Night,Yes,HTTPS,6,Invalid/Spoofed,29,Spoofed/Malicious,Yes,44,12,675.4316413,321.9074591,LockBit
3.263945988,0.162899608,13,34,1019,Night,Yes,HTTPS,5,Invalid/Spoofed,28,Spoofed/Malicious,Yes,37,12,509.676723,205.7246097,LockBit
3.114298772,0.164919695,11,33,1063,Night,Yes,TOR,6,Invalid/Spoofed,23,Spoofed/Malicious,Yes,35,11,1386.846985,384.5774704,LockBit
3.140198003,0.15313662,11,39,1113,Night,Yes,HTTPS,6,Invalid/Spoofed,28,Spoofed/Malicious,Yes,37,13,1371.613638,383.6687373,LockBit
3.281632848,0.199329205,12,38,1151,Night,Yes,HTTPS,5,Invalid/Spoofed,27,Spoofed/Malicious,Yes,44,14,1532.705895,310.7437268,LockBit
3.319932753,0.197281571,13,31,1046,Night,Yes,TOR,6,Invalid/Spoofed,22,Spoofed/Malicious,Yes,49,13,1789.613242,229.6866718,LockBit
3.333081366,0.1519725,13,38,1020,Night,Yes,TOR,5,Invalid/Spoofed,23,Spoofed/Malicious,Yes,42,12,1010.78681,212.3053356,Akira
3.306222434,0.168609883,12,34,1170,Night,Yes,TOR,5,Invalid/Spoofed,27,Spoofed/Malicious,Yes,44,18,691.4615168,214.4198796,LockBit
3.356668699,0.155289639,12,36,1016,Night,Yes,TOR,6,Invalid/Spoofed,23,Spoofed/Malicious,Yes,40,12,1039.466759,318.2523333,LockBit
3.362763739,0.152290567,13,33,1161,Night,Yes,HTTPS,6,Invalid/Spoofed,21,Spoofed/Malicious,Yes,48,11,1486.80256,390.4015087,LockBit
3.190632461,0.151263999,11,38,1036,Night,Yes,HTTPS,5,Invalid/Spoofed,22,Spoofed/Malicious,Yes,34,15,771.8671563,336.1658007,LockBit
3.114945036,0.150549794,12,35,1032,Night,Yes,HTTPS,5,Invalid/Spoofed,26,Spoofed/Malicious,Yes,37,18,1340.699807,382.0235235,LockBit
3.278287171,0.194635558,13,32,1185,Night,Yes,HTTPS,6,Invalid/Spoofed,28,Spoofed/Malicious,Yes,47,13,1983.633013,265.1099459,LockBit
3.38860334,0.155966139,13,30,1074,Night,Yes,TOR,6,Invalid/Spoofed,28,Spoofed/Malicious,Yes,42,15,1202.167564,335.7672466,LockBit
3.225576342,0.1534942,11,30,1014,Night,Yes,HTTPS,6,Invalid/Spoofed,23,Spoofed/Malicious,Yes,49,10,1028.621747,322.1027772,LockBit
3.232510062,0.193803433,12,39,1184,Night,Yes,TOR,6,Invalid/Spoofed,23,Spoofed/Malicious,Yes,32,13,1732.23519,232.7396295,LockBit
3.318269997,0.183918932,11,31,1050,Night,Yes,HTTPS,5,Invalid/Spoofed,21,Spoofed/Malicious,Yes,36,10,879.7052486,345.4867749,LockBit
3.379749699,0.156571165,12,37,1160,Night,Yes,HTTPS,5,Invalid/Spoofed,27,Spoofed/Malicious,Yes,45,10,1512.620294,303.659098,LockBit
3.314490608,0.191893814,12,34,1053,Night,Yes,TOR,6,Invalid/Spoofed,26,Spoofed/Malicious,Yes,34,14,515.9533726,227.3968878,LockBit
3.250484224,0.199759248,12,31,1099,Night,Yes,TOR,5,Invalid/Spoofed,23,Spoofed/Malicious,Yes,38,14,1348.785511,272.0386052,LockBit
3.117576125,0.156179635,12,34,1174,Night,Yes,HTTPS,5,Invalid/Spoofed,28,Spoofed/Malicious,Yes,38,17,1986.224068,222.1200213,LockBit
3.144173093,0.171689464,11,33,1081,Night,Yes,TOR,6,Invalid/Spoofed,29,Spoofed/Malicious,Yes,45,12,557.9141249,208.6774278,LockBit
3.236342816,0.168486837,13,30,1120,Night,Yes,TOR,5,Invalid/Spoofed,27,Spoofed/Malicious,Yes,30,15,1651.701457,257.5342981,LockBit
3.296812066,0.183523276,11,31,1190,Night,Yes,HTTPS,5,Invalid/Spoofed,24,Spoofed/Malicious,Yes,36,16,1103.720666,241.923478,LockBit
3.143501232,0.178707935,12,37,1115,Night,Yes,TOR,5,Invalid/Spoofed,27,Spoofed/Malicious,Yes,30,17,693.8677071,340.484281,LockBit
3.195804626,0.186798993,12,36,1076,Night,Yes,HTTPS,6,Invalid/Spoofed,21,Spoofed/Malicious,Yes,42,15,800.9323373,334.7888466,LockBit
3.177598142,0.183494248,11,32,1139,Night,Yes,HTTPS,6,Invalid/Spoofed,29,Spoofed/Malicious,Yes,30,12,1849.429442,267.1783967,LockBit
3.161170972,0.194250187,11,36,1150,Night,Yes,TOR,5,Invalid/Spoofed,26,Spoofed/Malicious,Yes,41,10,1523.028603,271.9144891,LockBit
3.294786189,0.187034949,13,34,1089,Night,Yes,HTTPS,6,Invalid/Spoofed,21,Spoofed/Malicious,Yes,30,14,1553.134122,330.3633746,BlackCat
3.226201147,0.163208603,13,30,1188,Night,Yes,TOR,5,Invalid/Spoofed,24,Spoofed/Malicious,Yes,35,16,1690.77679,325.0060758,LockBit
3.137871437,0.155694824,13,38,1083,Night,Yes,TOR,6,Invalid/Spoofed,28,Spoofed/Malicious,Yes,48,12,1034.56401,285.6967289,LockBit
3.356412686,0.178023599,13,34,1018,Night,Yes,TOR,6,Invalid/Spoofed,29,Spoofed/Malicious,Yes,35,19,1068.150812,214.3923106,LockBit
3.356925039,0.19203515,11,37,1026,Night,Yes,TOR,6,Invalid/Spoofed,27,Spoofed/Malicious,Yes,47,14,955.2344207,379.6523754,LockBit
3.274559124,0.167074891,13,35,1125,Night,Yes,HTTPS,5,Invalid/Spoofed,20,Spoofed/Malicious,Yes,32,15,1687.190995,205.4487104,LockBit
3.213297852,0.198384883,12,32,1144,Night,Yes,HTTPS,6,Invalid/Spoofed,24,Spoofed/Malicious,Yes,41,14,1705.639325,392.0615263,LockBit
3.130653235,0.157748921,12,33,1015,Night,Yes,TOR,6,Invalid/Spoofed,20,Spoofed/Malicious,Yes,42,18,1584.75505,337.2755194,LockBit
3.140965542,0.194083257,12,35,1099,Night,Yes,HTTPS,5,Invalid/Spoofed,20,Spoofed/Malicious,Yes,35,15,619.637779,250.0697297,LockBit
3.30204424,0.170987474,11,34,1098,Night,Yes,TOR,6,Invalid/Spoofed,21,Spoofed/Malicious,Yes,38,15,1539.019969,263.3747745,LockBit
3.27931702,0.192372599,13,39,1030,Night,Yes,HTTPS,5,Invalid/Spoofed,22,Spoofed/Malicious,Yes,38,11,562.815114,354.3534418,LockBit
3.140367392,0.183526444,12,36,1104,Night,Yes,HTTPS,5,Invalid/Spoofed,29,Spoofed/Malicious,Yes,49,16,1132.328512,210.1385681,LockBit
3.390934807,0.188037542,12,33,1057,Night,Yes,HTTPS,5,Invalid/Spoofed,29,Spoofed/Malicious,Yes,35,13,549.8100542,314.7678489,LockBit
3.111968779,0.165029475,13,30,1035,Night,Yes,TOR,6,Invalid/Spoofed,29,Spoofed/Malicious,Yes,30,19,1084.601192,316.719189,LockBit
3.21732774,0.180746255,12,39,1158,Night,Yes,HTTPS,5,Invalid/Spoofed,22,Spoofed/Malicious,Yes,33,14,1988.573398,301.2751464,LockBit
3.139746871,0.197767188,11,38,1009,Night,Yes,TOR,5,Invalid/Spoofed,26,Spoofed/Malicious,Yes,34,14,1373.121577,301.9942518,LockBit
3.143865568,0.174509858,13,34,1011,Night,Yes,TOR,6,Invalid/Spoofed,25,Spoofed/Malicious,Yes,36,12,1552.885681,225.8900828,LockBit
3.249119308,0.15920766,11,33,1074,Night,Yes,HTTPS,5,Invalid/Spoofed,20,Spoofed/Malicious,Yes,31,12,1180.486292,273.5460567,LockBit
3.130582803,0.184520873,11,31,1048,Night,Yes,TOR,5,Invalid/Spoofed,21,Spoofed/Malicious,Yes,47,19,1843.844679,278.7941444,LockBit
3.289382626,0.166960039,12,37,1110,Night,Yes,TOR,5,Invalid/Spoofed,25,Spoofed/Malicious,Yes,30,11,873.5224466,310.0079759,LockBit
3.286612205,0.17196901,13,33,1182,Night,Yes,HTTPS,5,Invalid/Spoofed,29,Spoofed/Malicious,Yes,37,10,1082.321193,278.7306319,LockBit
3.181980321,0.162046985,12,36,1186,Night,Yes,TOR,5,Invalid/Spoofed,29,Spoofed/Malicious,Yes,47,13,1797.051301,384.35318,LockBit
3.32921002,0.169192478,11,39,1043,Night,Yes,TOR,6,Invalid/Spoofed,25,Spoofed/Malicious,Yes,45,13,597.1166993,368.6518939,LockBit
3.328692337,0.176676622,13,31,1019,Night,Yes,HTTPS,5,Invalid/Spoofed,26,Spoofed/Malicious,Yes,44,18,608.8349594,303.0743284,LockBit
3.168457608,0.160636799,11,35,1068,Night,Yes,TOR,5,Invalid/Spoofed,22,Spoofed/Malicious,Yes,31,17,1728.765552,385.9780862,LockBit
3.304904414,0.186978813,11,36,1020,Night,Yes,HTTPS,6,Invalid/Spoofed,28,Spoofed/Malicious,Yes,35,18,703.5300702,243.9000108,LockBit
3.382879571,0.164160622,12,39,1177,Night,Yes,HTTPS,5,Invalid/Spoofed,20,Spoofed/Malicious,Yes,43,14,1495.3187,254.1950824,LockBit
3.355225194,0.184825734,13,33,1058,Night,Yes,TOR,5,Invalid/Spoofed,25,Spoofed/Malicious,Yes,31,13,1907.169974,241.092756,LockBit
3.239342055,0.190661426,13,32,1142,Night,Yes,TOR,5,Invalid/Spoofed,23,Spoofed/Malicious,Yes,33,19,638.4792832,398.0063981,LockBit
3.10805984,0.190635593,11,36,1076,Night,Yes,TOR,5,Invalid/Spoofed,26,Spoofed/Malicious,Yes,33,18,1721.599003,278.102848,LockBit
3.22051113,0.165121823,13,30,1100,Night,Yes,HTTPS,6,Invalid/Spoofed,21,Spoofed/Malicious,Yes,36,13,1858.255966,357.961753,LockBit
3.279246515,0.177229072,12,31,1035,Night,Yes,HTTPS,5,Invalid/Spoofed,28,Spoofed/Malicious,Yes,42,16,1483.704298,217.620607,LockBit
3.314642757,0.170060553,13,33,1133,Night,Yes,TOR,6,Invalid/Spoofed,22,Spoofed/Malicious,Yes,33,19,1657.65403,207.8464948,LockBit
3.18360417,0.150919186,11,31,1169,Night,Yes,HTTPS,6,Invalid/Spoofed,23,Spoofed/Malicious,Yes,31,12,564.2850434,261.5360808,LockBit
3.384599932,0.166220551,11,39,1081,Night,Yes,HTTPS,5,Invalid/Spoofed,26,Spoofed/Malicious,Yes,31,17,1219.976039,390.131839,LockBit
3.160401317,0.193198932,12,30,1025,Night,Yes,HTTPS,5,Invalid/Spoofed,25,Spoofed/Malicious,Yes,44,14,1222.490481,377.9289458,LockBit
3.379740523,0.18930025,13,35,1085,Night,Yes,TOR,6,Invalid/Spoofed,23,Spoofed/Malicious,Yes,43,17,840.301398,331.3253562,LockBit
3.356131732,0.171542355,12,31,1055,Night,Yes,HTTPS,6,Invalid/Spoofed,22,Spoofed/Malicious,Yes,36,10,1402.964216,220.4985591,LockBit
3.149399016,0.181484195,11,30,1066,Night,Yes,HTTPS,6,Invalid/Spoofed,27,Spoofed/Malicious,Yes,34,17,1387.538927,395.6946573,LockBit
3.340368242,0.160483102,11,35,1015,Night,Yes,HTTPS,6,Invalid/Spoofed,20,Spoofed/Malicious,Yes,34,12,629.0648523,241.0814842,LockBit
3.324047796,0.17498476,11,39,1081,Night,Yes,TOR,5,Invalid/Spoofed,28,Spoofed/Malicious,Yes,37,14,1658.433325,285.0666519,LockBit
3.295166551,0.192099541,12,31,1082,Night,Yes,HTTPS,6,Invalid/Spoofed,26,Spoofed/Malicious,Yes,33,10,567.6027901,348.0675756,LockBit
3.315932203,0.192156317,12,33,1111,Night,Yes,HTTPS,6,Invalid/Spoofed,29,Spoofed/Malicious,Yes,48,15,1022.475443,347.8173393,LockBit
3.33885803,0.164079711,11,38,1081,Night,Yes,HTTPS,5,Invalid/Spoofed,29,Spoofed/Malicious,Yes,34,18,1401.61628,247.239226,LockBit
3.157205552,0.153330729,13,30,1142,Night,Yes,TOR,6,Invalid/Spoofed,23,Spoofed/Malicious,Yes,44,13,1739.507377,247.4374926,LockBit
3.151683597,0.175102485,13,37,1167,Night,Yes,TOR,6,Invalid/Spoofed,21,Spoofed/Malicious,Yes,34,17,1629.278849,227.709242,LockBit
3.156547344,0.162203051,11,37,1174,Night,Yes,HTTPS,6,Invalid/Spoofed,21,Spoofed/Malicious,Yes,31,16,746.1176681,241.0261026,LockBit
3.297204002,0.183390537,13,32,1111,Night,Yes,HTTPS,6,Invalid/Spoofed,20,Spoofed/Malicious,Yes,40,19,926.1877293,306.1086753,LockBit
3.305970661,0.179156914,11,37,1189,Night,Yes,HTTPS,5,Invalid/Spoofed,22,Spoofed/Malicious,Yes,43,19,1761.525083,308.8978492,LockBit
3.16913805,0.199962717,11,31,1179,Night,Yes,TOR,6,Invalid/Spoofed,21,Spoofed/Malicious,Yes,49,16,1518.833159,311.3687963,LockBit
3.181796945,0.193317424,11,33,1032,Night,Yes,HTTPS,6,Invalid/Spoofed,27,Spoofed/Malicious,Yes,41,16,1560.956479,253.7183485,LockBit
3.135597049,0.185611337,12,31,1078,Night,Yes,TOR,5,Invalid/Spoofed,29,Spoofed/Malicious,Yes,31,14,646.9180251,270.895716,LockBit
3.132070026,0.183278054,13,38,1029,Night,Yes,HTTPS,5,Invalid/Spoofed,25,Spoofed/Malicious,Yes,37,14,963.1569076,311.2189815,LockBit
3.218750189,0.17892662,12,31,1069,Night,Yes,HTTPS,5,Invalid/Spoofed,20,Spoofed/Malicious,Yes,33,16,586.0552986,291.9785066,LockBit
3.104090264,0.166511922,11,38,1040,Night,Yes,TOR,6,Invalid/Spoofed,28,Spoofed/Malicious,Yes,38,18,1427.611663,331.7685881,LockBit
3.338196343,0.180825018,13,30,1093,Night,Yes,TOR,5,Invalid/Spoofed,21,Spoofed/Malicious,Yes,38,19,1734.346882,332.9271393,LockBit
3.215631639,0.153310782,13,31,1122,Night,Yes,TOR,5,Invalid/Spoofed,29,Spoofed/Malicious,Yes,30,14,1582.607353,334.3562656,LockBit
3.225879218,0.19145743,12,39,1045,Night,Yes,TOR,6,Invalid/Spoofed,21,Spoofed/Malicious,Yes,31,19,1141.559548,346.8679004,LockBit
3.142650025,0.15156149,11,30,1091,Night,Yes,TOR,5,Invalid/Spoofed,27,Spoofed/Malicious,Yes,49,16,591.0020826,338.1455793,LockBit
3.329327283,0.151793729,11,37,1169,Night,Yes,TOR,5,Invalid/Spoofed,29,Spoofed/Malicious,Yes,32,18,1937.389247,211.2912258,LockBit
3.205373703,0.178242702,13,37,1048,Night,Yes,TOR,5,Invalid/Spoofed,26,Spoofed/Malicious,Yes,39,17,1616.374723,288.1102214,LockBit
3.145313798,0.159560353,13,37,1020,Night,Yes,TOR,6,Invalid/Spoofed,29,Spoofed/Malicious,Yes,38,11,512.507985,219.7967093,LockBit
3.183621548,0.168365381,12,36,1117,Night,Yes,HTTPS,5,Invalid/Spoofed,23,Spoofed/Malicious,Yes,37,15,1586.829459,394.3043756,LockBit
3.362141384,0.182016214,11,35,1175,Night,Yes,HTTPS,6,Invalid/Spoofed,21,Spoofed/Malicious,Yes,48,12,1949.72807,310.3498794,LockBit
3.363607182,0.163301883,12,36,1026,Night,Yes,HTTPS,5,Invalid/Spoofed,20,Spoofed/Malicious,Yes,45,17,1653.802166,378.5165854,LockBit
3.158913083,0.171450415,11,34,1078,Night,Yes,HTTPS,5,Invalid/Spoofed,28,Spoofed/Malicious,Yes,35,18,1226.429307,327.4630826,LockBit
3.181308092,0.181146572,11,37,1124,Night,Yes,HTTPS,5,Invalid/Spoofed,28,Spoofed/Malicious,Yes,37,10,1436.334056,366.5453404,LockBit
3.28961467,0.168260673,11,33,1177,Night,Yes,TOR,5,Invalid/Spoofed,23,Spoofed/Malicious,Yes,33,17,1835.307606,329.0161181,LockBit
3.217550533,0.186580205,11,39,1162,Night,Yes,TOR,5,Invalid/Spoofed,28,Spoofed/Malicious,Yes,38,14,1778.229139,342.6880257,LockBit
3.21136326,0.158631802,11,39,1136,Night,Yes,TOR,5,Invalid/Spoofed,27,Spoofed/Malicious,Yes,43,15,1740.983746,302.1229601,LockBit
3.384589256,0.17812724,13,34,1054,Night,Yes,TOR,6,Invalid/Spoofed,22,Spoofed/Malicious,Yes,44,11,968.0494171,298.5298224,LockBit
3.182264267,0.15889633,11,37,1033,Night,Yes,TOR,5,Invalid/Spoofed,26,Spoofed/Malicious,Yes,36,18,1093.298016,295.737079,LockBit
3.224458772,0.166364776,13,35,1185,Night,Yes,HTTPS,5,Invalid/Spoofed,25,Spoofed/Malicious,Yes,46,18,1724.095722,202.0975181,LockBit
3.257639947,0.190068451,13,38,1068,Night,Yes,TOR,5,Invalid/Spoofed,20,Spoofed/Malicious,Yes,42,13,1397.367242,200.1375567,LockBit
3.340694792,0.154400035,11,31,1110,Night,Yes,HTTPS,5,Invalid/Spoofed,23,Spoofed/Malicious,Yes,34,11,1350.687344,258.25906,LockBit
3.204452209,0.155934772,12,37,1112,Night,Yes,HTTPS,5,Invalid/Spoofed,27,Spoofed/Malicious,Yes,44,12,730.8780031,233.7808214,LockBit
3.178886647,0.177783206,13,35,1181,Night,Yes,TOR,6,Invalid/Spoofed,22,Spoofed/Malicious,Yes,47,13,687.4692623,340.5245154,LockBit
3.168676184,0.192058298,11,35,1150,Night,Yes,HTTPS,5,Invalid/Spoofed,22,Spoofed/Malicious,Yes,36,15,1541.199734,203.0950533,LockBit
3.131074501,0.195423556,12,35,1182,Night,Yes,HTTPS,6,Invalid/Spoofed,20,Spoofed/Malicious,Yes,37,15,1966.220427,311.6371962,LockBit
3.255937115,0.166483252,12,30,1102,Night,Yes,HTTPS,6,Invalid/Spoofed,24,Spoofed/Malicious,Yes,48,12,1912.577092,214.1593105,LockBit
3.255078112,0.186201567,13,38,1191,Night,Yes,HTTPS,6,Invalid/Spoofed,23,Spoofed/Malicious,Yes,43,13,564.7376747,240.8319321,LockBit
3.213308633,0.194826841,12,32,1087,Night,Yes,HTTPS,6,Invalid/Spoofed,26,Spoofed/Malicious,Yes,44,12,796.2832269,239.1237687,LockBit
3.270138134,0.151794796,13,35,1034,Night,Yes,TOR,6,Invalid/Spoofed,21,Spoofed/Malicious,Yes,38,15,1132.268657,276.8946558,LockBit
3.30120907,0.188313709,12,30,1193,Night,Yes,HTTPS,6,Invalid/Spoofed,26,Spoofed/Malicious,Yes,48,13,1960.679935,267.4903802,LockBit
3.341217158,0.191231052,11,32,1149,Night,Yes,TOR,6,Invalid/Spoofed,27,Spoofed/Malicious,Yes,30,11,1857.537082,284.03718,LockBit
3.120926792,0.196085607,11,31,1070,Night,Yes,HTTPS,6,Invalid/Spoofed,26,Spoofed/Malicious,Yes,32,17,821.4892177,367.1840075,LockBit
3.242450126,0.178705244,13,36,1127,Night,Yes,HTTPS,5,Invalid/Spoofed,25,Spoofed/Malicious,Yes,43,10,1692.378652,224.1732537,LockBit
3.122078826,0.150238903,12,30,1127,Night,Yes,HTTPS,6,Invalid/Spoofed,24,Spoofed/Malicious,Yes,36,11,847.2499939,288.0933346,LockBit
3.226324814,0.163555416,13,36,1085,Night,Yes,HTTPS,5,Invalid/Spoofed,20,Spoofed/Malicious,Yes,47,12,1357.261398,373.8467715,LockBit
3.136797916,0.185595907,13,31,1016,Night,Yes,TOR,5,Invalid/Spoofed,29,Spoofed/Malicious,Yes,46,15,974.407976,308.6841723,LockBit
3.213366182,0.176697466,13,31,1034,Night,Yes,HTTPS,6,Invalid/Spoofed,24,Spoofed/Malicious,Yes,31,10,1804.744435,326.3729125,LockBit
3.26563776,0.181103462,11,31,1011,Night,Yes,HTTPS,6,Invalid/Spoofed,24,Spoofed/Malicious,Yes,47,11,797.9081495,322.195751,LockBit
3.17898666,0.165006974,13,37,1027,Night,Yes,HTTPS,6,Invalid/Spoofed,29,Spoofed/Malicious,Yes,45,13,880.1907888,239.5058663,LockBit
3.181421263,0.179362928,12,33,1122,Night,Yes,TOR,5,Invalid/Spoofed,27,Spoofed/Malicious,Yes,37,16,1231.457199,323.4277427,Rhysida
3.356283427,0.156623263,13,34,1028,Night,Yes,HTTPS,6,Invalid/Spoofed,26,Spoofed/Malicious,Yes,30,14,1284.030057,206.6650676,LockBit
3.380179287,0.185837686,13,33,1078,Night,Yes,HTTPS,5,Invalid/Spoofed,24,Spoofed/Malicious,Yes,40,11,1293.167976,301.2778028,LockBit
3.348872089,0.16914476,12,31,1003,Night,Yes,TOR,6,Invalid/Spoofed,25,Spoofed/Malicious,Yes,43,13,748.9239379,200.8259319,LockBit
3.386609853,0.179254577,12,33,1032,Night,Yes,TOR,5,Invalid/Spoofed,24,Spoofed/Malicious,Yes,48,10,1618.548198,271.4977981,LockBit
3.22044454,0.188311729,12,31,1148,Night,Yes,TOR,6,Invalid/Spoofed,28,Spoofed/Malicious,Yes,35,18,658.3814041,321.959998,LockBit
3.360415768,0.199214955,12,33,1006,Night,Yes,TOR,5,Invalid/Spoofed,25,Spoofed/Malicious,Yes,37,12,1155.322836,359.8245954,LockBit
3.209830806,0.185325106,12,30,1070,Night,Yes,TOR,6,Invalid/Spoofed,21,Spoofed/Malicious,Yes,49,19,1339.419497,388.2001419,LockBit
3.361473746,0.156960295,11,31,1127,Night,Yes,HTTPS,6,Invalid/Spoofed,23,Spoofed/Malicious,Yes,36,16,544.9307167,306.8509423,BlackCat
3.263103151,0.162250921,12,30,1172,Night,Yes,HTTPS,5,Invalid/Spoofed,20,Spoofed/Malicious,Yes,33,12,670.581821,284.4362008,LockBit
3.357565443,0.18656673,13,30,1166,Night,Yes,HTTPS,5,Invalid/Spoofed,20,Spoofed/Malicious,Yes,34,16,595.3764545,384.9734043,LockBit
3.304984806,0.15693392,13,31,1067,Night,Yes,TOR,6,Invalid/Spoofed,21,Spoofed/Malicious,Yes,47,13,1803.369724,227.9131034,LockBit
3.18847557,0.19725754,13,34,1124,Night,Yes,HTTPS,5,Invalid/Spoofed,27,Spoofed/Malicious,Yes,38,13,559.2124264,327.3542416,LockBit
3.142543288,0.175090866,12,35,1112,Night,Yes,HTTPS,6,Invalid/Spoofed,25,Spoofed/Malicious,Yes,45,16,1346.174644,278.2494939,LockBit
3.137916973,0.180875047,13,35,1055,Night,Yes,TOR,5,Invalid/Spoofed,22,Spoofed/Malicious,Yes,43,15,1030.241803,356.5201256,LockBit
3.195281777,0.182354958,11,30,1110,Night,Yes,HTTPS,6,Invalid/Spoofed,23,Spoofed/Malicious,Yes,32,16,1475.419646,348.2722261,LockBit
3.275139246,0.169721676,11,36,1026,Night,Yes,HTTPS,6,Invalid/Spoofed,28,Spoofed/Malicious,Yes,31,12,1198.009095,355.6157475,LockBit
3.308851135,0.178792896,12,35,1050,Night,Yes,TOR,6,Invalid/Spoofed,24,Spoofed/Malicious,Yes,44,18,1929.135765,343.174014,LockBit
3.323007883,0.191223742,11,31,1083,Night,Yes,HTTPS,5,Invalid/Spoofed,29,Spoofed/Malicious,Yes,47,12,1692.283067,272.0846878,LockBit
3.104204086,0.167030607,13,38,1086,Night,Yes,TOR,5,Invalid/Spoofed,25,Spoofed/Malicious,Yes,41,13,1166.273266,291.2564901,Akira
3.118717141,0.194873724,13,36,1171,Night,Yes,HTTPS,5,Invalid/Spoofed,22,Spoofed/Malicious,Yes,44,10,1724.344467,398.5192735,Play Ransomware
3.191564403,0.181327361,11,30,1168,Night,Yes,HTTPS,5,Invalid/Spoofed,28,Spoofed/Malicious,Yes,43,10,1983.958629,271.200325,LockBit
3.264084426,0.159281293,12,31,1192,Night,Yes,HTTPS,6,Invalid/Spoofed,24,Spoofed/Malicious,Yes,45,11,913.2825835,284.6539397,LockBit
3.252666116,0.196862254,12,36,1006,Night,Yes,TOR,5,Invalid/Spoofed,20,Spoofed/Malicious,Yes,32,14,1329.830795,298.6289882,LockBit
3.201566448,0.168723015,12,34,1175,Night,Yes,HTTPS,5,Invalid/Spoofed,27,Spoofed/Malicious,Yes,49,12,1126.261521,228.3243399,LockBit
3.141848779,0.177282412,11,35,1032,Night,Yes,TOR,6,Invalid/Spoofed,25,Spoofed/Malicious,Yes,39,17,554.4546617,349.2186991,LockBit
3.165708921,0.189138538,13,31,1056,Night,Yes,TOR,5,Invalid/Spoofed,28,Spoofed/Malicious,Yes,40,16,826.6132042,217.3104435,LockBit
3.161128954,0.183058119,12,34,1198,Night,Yes,HTTPS,5,Invalid/Spoofed,24,Spoofed/Malicious,Yes,38,15,1319.54553,374.19342,LockBit
3.215128851,0.178778175,11,33,1112,Night,Yes,TOR,5,Invalid/Spoofed,24,Spoofed/Malicious,Yes,46,15,967.0267634,333.6499384,LockBit
3.332580943,0.196415839,11,33,1143,Night,Yes,TOR,6,Invalid/Spoofed,29,Spoofed/Malicious,Yes,44,14,559.4183605,389.5327135,LockBit
3.136211071,0.170087529,12,30,1088,Night,Yes,TOR,6,Invalid/Spoofed,26,Spoofed/Malicious,Yes,38,15,1521.213077,389.0530929,LockBit
3.325592772,0.18739562,13,37,1067,Night,Yes,TOR,6,Invalid/Spoofed,20,Spoofed/Malicious,Yes,39,15,1153.807607,276.6680389,Benign
3.329929996,0.193098467,12,39,1097,Night,Yes,HTTPS,6,Invalid/Spoofed,21,Spoofed/Malicious,Yes,47,18,1752.873244,232.6636996,LockBit
3.364670168,0.172643563,12,34,1188,Night,Yes,HTTPS,6,Invalid/Spoofed,27,Spoofed/Malicious,Yes,34,11,1310.071336,226.917241,LockBit
3.345653513,0.177227117,11,33,1170,Night,Yes,TOR,5,Invalid/Spoofed,28,Spoofed/Malicious,Yes,40,12,782.4777542,397.9491591,LockBit
